FCS_HEADER_ID	PARAMETER_NUMBER	PNN_PREFERRED	PNN_REPORTED	PNS_PREFERRED	PNS_REPORTED
217922	4	SSC	SSC-H	SSC	SSC-H
217923	2		FSC-H		FSC-H
217923	12		APC-H7-A	hCD27	CD27
217924	1		FSC-A		FSC-A
217924	13		Pacific Blue-A	hCD86	CD86
217924	14		Pacific Orange-A	hCD3E, hMS4A1, VIVID	VIVID/CD3/CD20
217925	5		FITC-A		LIN-1
217926	4	SSC	SSC-H	SSC	SSC-H
217926	14		Pacific Orange-A		VIVID
217927	5		FITC-A	hIGHD	IgD
217927	9		PE-Cy7-A	hCD38	CD38
217930	1		FSC-A		FSC-A
217930	4	SSC	SSC-H	SSC	SSC-H
217927	12		APC-H7-A	hCD27	CD27
217927	13		Pacific Blue-A	hCD86	CD86
217928	5		FITC-A		CXC3CR1
217928	8		PE-Cy5-A	hCD40	CD40
217928	10		APC-A	hSECISBP2L	SLAN
217928	11		Alexa Fluor 700-A	hHLA-DRA	DR
217929	5		FITC-A		LIN-1
217929	8		PE-Cy5-A	hCD40	CD40
217929	10		APC-A	hTHBD	BDCA-3
217931	3	SSC	SSC-A	SSC	SSC-A
217931	5		FITC-A	hIGHD	IgD
217932	3	SSC	SSC-A	SSC	SSC-A
217932	12		APC-H7-A	hFCGR3A	CD16
217933	2		FSC-H		FSC-H
217933	5		FITC-A		LIN-1
217933	14		Pacific Orange-A		VIVID
217934	9		PE-Cy7-A	hICOS	ICOS
217934	12		APC-H7-A	hCD4	CD4
217935	3	SSC	SSC-A	SSC	SSC-A
217936	11		Alexa Fluor 700-A	hHLA-DRA	DR
217936	12		APC-H7-A	hFCGR3A	CD16
217937	10		APC-A	hTHBD	BDCA-3
217939	1		FSC-A		FSC-A
217941	11		Alexa Fluor 700-A	hHLA-DRA	DR
217941	13		Pacific Blue-A	hCD86	CD86
217941	15		Time		Time
217942	2		FSC-H		FSC-H
217942	7		ECD-A	hPTPRC/iso:h6	CD45RA
217942	15		Time		Time
217943	12		APC-H7-A	hCD27	CD27
217943	13		Pacific Blue-A	hCD86	CD86
217944	7		ECD-A	hCD2	CD2
217944	11		Alexa Fluor 700-A	hHLA-DRA	DR
217944	13		Pacific Blue-A	hCD86	CD86
217945	9		PE-Cy7-A	hCD1C	CD1c
217945	15		Time		Time
217946	3	SSC	SSC-A	SSC	SSC-A
217947	11		Alexa Fluor 700-A	hCD3E, hCD14	CD3/CD14
217947	13		Pacific Blue-A	hCD86	CD86
217948	2		FSC-H		FSC-H
217948	9		PE-Cy7-A	hCCR7	CCR7
217949	3	SSC	SSC-A	SSC	SSC-A
217949	6		PE-A	hCLEC4C	BDCA-2
217949	9		PE-Cy7-A	hCD1C	CD1c
217949	11		Alexa Fluor 700-A	hHLA-DRA	DR
217952	3	SSC	SSC-A	SSC	SSC-A
217952	4	SSC	SSC-H	SSC	SSC-H
217952	12		APC-H7-A	hFCGR3A	CD16
217953	4	SSC	SSC-H	SSC	SSC-H
217953	7		ECD-A	hCD2	CD2
217953	15		Time		Time
217954	1		FSC-A		FSC-A
217954	2		FSC-H		FSC-H
217954	4	SSC	SSC-H	SSC	SSC-H
217955	6		PE-A	hCD24	CD24
217956	3	SSC	SSC-A	SSC	SSC-A
217957	4	SSC	SSC-H	SSC	SSC-H
217958	4	SSC	SSC-H	SSC	SSC-H
217958	12		APC-H7-A	hCD4	CD4
